Geneid	Chr	Start	End	Strand	Length	Col_0h_rep1.Aligned.sortedByCoord.out.bam	Col_0h_rep2.Aligned.sortedByCoord.out.bam	Col_0h_rep3.Aligned.sortedByCoord.out.bam	Col_3h_rep1.Aligned.sortedByCoord.out.bam	Col_3h_rep2.Aligned.sortedByCoord.out.bam	Col_3h_rep3.Aligned.sortedByCoord.out.bam
gene-AT1G03515	CP002684.1	877648	877719	+	72	0	0	0	0	0	0
gene-AT1G03520	CP002684.1	877861	880259	-	2399	786	794	804	1154	1107	1044
gene-AT1G03530	CP002684.1	880384	883599	-	3216	680	698	718	612	744	644
gene-AT1G03540	CP002684.1	883683	885611	+	1929	129	125	120	101	141	106
gene-AT1G03550	CP002684.1	885623	887956	-	2334	431	432	381	361	362	341
gene-AT1G03545	CP002684.1	885941	887972	+	2032	102	82	92	153	171	134
gene-AT1G08825	CP002684.1	889095	890027	-	933	192	186	136	142	125	116
gene-AT1G03560	CP002684.1	890155	892492	-	2338	432	398	418	582	640	612
gene-AT1G03570	CP002684.1	892514	892585	+	72	0	0	0	0	0	0
gene-AT1G03590	CP002684.1	894238	897718	-	3481	1416	1359	1274	1785	2224	1874
gene-AT1G03600	CP002684.1	898480	899794	+	1315	22060	23298	21084	21294	21596	19395
gene-AT1G03610	CP002684.1	900732	903070	+	2339	4207	3716	3630	7452	7563	6453
gene-AT1G03620	CP002684.1	904032	907643	-	3612	172	230	158	172	227	176
gene-AT1G03630	CP002684.1	907523	909650	+	2128	13624	14084	12850	12301	12460	10841
gene-AT1G03640	CP002684.1	909811	909883	-	73	0	0	0	0	0	0
gene-AT1G03650	CP002684.1	910023	911292	-	1270	89	111	54	74	84	82
gene-AT1G03660	CP002684.1	911310	913808	-	2499	96	106	64	56	58	60
gene-AT1G04203	CP002684.1	913390	913595	+	206	0	0	0	0	0	0
gene-AT1G03670	CP002684.1	914222	916222	-	2001	0	0	0	1	2	2
gene-AT1G03680	CP002684.1	916772	918064	-	1293	12201	12867	12367	12342	12800	11536
gene-AT1G03687	CP002684.1	918285	920592	+	2308	718	666	588	674	709	646
gene-AT1G03700	CP002684.1	920950	922098	+	1149	48	20	20	38	36	22
gene-AT1G03710	CP002684.1	923390	924730	+	1341	2	8	10	2	0	4
gene-AT1G03720	CP002684.1	924896	926373	-	1478	0	0	0	0	0	0
gene-AT1G04207	CP002684.1	926989	927200	-	212	0	0	0	0	0	0
gene-AT1G03730	CP002684.1	930715	931985	-	1271	184	176	194	414	488	394
gene-AT1G03740	CP002684.1	933426	937152	+	3727	1458	1354	1231	2016	2234	1868
gene-AT1G04213	CP002684.1	937032	937141	-	110	0	0	0	0	0	0
gene-AT1G03743	CP002684.1	937207	937287	-	81	2	2	0	2	0	0
gene-AT1G03746	CP002684.1	937401	937485	-	85	2	2	8	0	0	0
gene-AT1G03750	CP002684.1	937826	941162	+	3337	392	396	382	470	461	479
gene-AT1G03760	CP002684.1	941062	943377	-	2316	426	466	410	440	570	400
gene-AT1G03770	CP002684.1	944572	947682	+	3111	344	330	312	322	348	350
gene-AT1G03780	CP002684.1	947520	951850	-	4331	980	1012	905	790	908	804
gene-AT1G03790	CP002684.1	954290	956144	+	1855	18	18	20	20	14	20
gene-AT1G03800	CP002684.1	957104	958383	-	1280	26	8	14	18	34	18
gene-AT1G03810	CP002684.1	958759	959609	+	851	0	0	0	2	0	6
gene-AT1G03820	CP002684.1	959790	960916	-	1127	670	676	648	366	564	396
gene-AT1G03830	CP002684.1	961684	966790	-	5107	452	530	446	442	470	396
gene-AT1G03840	CP002684.1	967470	970334	-	2865	68	88	102	66	61	84
gene-AT1G03850	CP002684.1	975871	977911	-	2041	560	546	806	1286	1264	986
gene-AT1G03860	CP002684.1	979307	982002	-	2696	2698	2651	2594	2690	2890	2585
gene-AT1G03870	CP002684.1	982381	983544	-	1164	1846	2046	2917	2396	2216	2224
gene-AT1G03880	CP002684.1	985751	988146	+	2396	0	0	0	0	0	0
gene-AT1G03890	CP002684.1	989198	991020	+	1823	0	0	0	0	0	0
gene-AT1G03900	CP002684.1	991106	993126	+	2021	2738	2628	2493	2698	2932	2538
gene-AT1G03905	CP002684.1	993400	995989	+	2590	170	244	198	176	192	152
gene-AT1G03910	CP002684.1	996076	1000629	+	4554	2322	2313	2372	2644	2928	2410
gene-AT1G03920	CP002684.1	1001116	1004410	+	3295	140	150	172	114	194	128
gene-AT1G03930	CP002684.1	1004688	1008370	+	3683	1949	2040	1688	1874	2075	1724
gene-AT1G04217	CP002684.1	1008592	1008735	+	144	31	18	36	22	13	25
gene-AT1G03935	CP002684.1	1008810	1008896	+	87	31	44	29	41	15	15
gene-AT1G04223	CP002684.1	1009073	1009189	+	117	33	14	17	12	15	18
gene-AT1G03940	CP002684.1	1009228	1011145	-	1918	366	306	224	62	40	64
gene-AT1G04227	CP002684.1	1009249	1009356	+	108	20	14	21	17	17	6
gene-AT1G03950	CP002684.1	1011151	1013365	-	2215	532	542	427	566	526	498
gene-AT1G03960	CP002684.1	1013643	1017957	+	4315	558	525	390	580	543	512
gene-AT1G03970	CP002684.1	1018058	1019247	+	1190	924	918	850	1622	1832	1562
gene-AT1G04233	CP002684.1	1018123	1018514	-	392	2	0	0	4	4	4
gene-AT1G03980	CP002684.1	1019311	1022108	-	2798	20	20	30	22	20	20
gene-AT1G03982	CP002684.1	1022251	1023719	-	1469	0	0	0	0	0	1
gene-AT1G03990	CP002684.1	1024740	1027616	+	2877	4	8	8	0	8	0
gene-AT1G04000	CP002684.1	1027853	1029119	-	1267	469	448	507	344	427	345
gene-AT1G04010	CP002684.1	1030957	1036264	-	5308	424	456	444	428	444	428
gene-AT1G04020	CP002684.1	1036493	1040262	+	3770	552	648	596	408	486	416
gene-AT1G04030	CP002684.1	1040375	1042892	+	2518	268	284	274	264	367	258
gene-AT1G04040	CP002684.1	1042362	1043887	-	1526	2398	2275	2405	2129	2281	2280
gene-AT1G04237	CP002684.1	1043118	1043415	+	298	8	2	4	0	0	0
gene-AT1G04050	CP002684.1	1045598	1049864	-	4267	150	198	134	144	128	138
gene-AT1G04070	CP002684.1	1050505	1051194	-	690	258	258	274	202	224	248
gene-AT1G04080	CP002684.1	1051312	1056827	+	5516	5308	5441	5405	5088	5290	4401
gene-AT1G04090	CP002684.1	1057041	1059454	+	2414	30	26	42	44	40	36
gene-AT1G04100	CP002684.1	1059470	1061209	+	1740	228	244	216	290	202	214
gene-AT1G04105	CP002684.1	1059730	1060348	-	619	0	0	0	0	0	0
gene-AT1G04110	CP002684.1	1061297	1063809	-	2513	442	462	514	382	352	316
gene-AT1G04120	CP002684.1	1064264	1071080	-	6817	4917	4570	4198	3434	3726	3351
gene-AT1G04243	CP002684.1	1072574	1072780	-	207	0	0	0	0	0	0
gene-AT1G04130	CP002684.1	1073274	1075568	+	2295	546	510	512	460	476	458
gene-AT1G04140	CP002684.1	1075543	1080630	-	5088	4812	4454	4461	5243	5412	4678
gene-AT1G04150	CP002684.1	1081024	1084431	-	3408	8	12	10	2	10	8
gene-AT1G04160	CP002684.1	1086170	1096510	+	10341	639	760	788	656	782	682
gene-AT1G04170	CP002684.1	1096882	1099901	+	3020	4757	5288	4973	4452	5134	4363
gene-AT1G04180	CP002684.1	1104493	1106241	+	1749	170	270	234	278	376	260
gene-AT1G04190	CP002684.1	1106354	1108725	-	2372	1152	1392	1224	1014	1270	1150
gene-AT1G04200	CP002684.1	1109395	1114155	+	4761	1603	1790	1561	1822	2100	1776
gene-AT1G04210	CP002684.1	1114375	1119739	+	5365	3130	3182	3058	3998	4329	3676
gene-AT1G04220	CP002684.1	1119699	1122786	-	3088	1182	1298	1106	648	604	634
gene-AT1G04247	CP002684.1	1120225	1122526	+	2302	10	12	24	13	12	12
gene-AT1G04230	CP002684.1	1125515	1128788	+	3274	384	365	411	550	640	407
gene-AT1G04240	CP002684.1	1128149	1129689	-	1541	2218	2439	2346	3170	3278	2530
gene-AT1G04253	CP002684.1	1134308	1134997	-	690	0	0	0	0	0	0
gene-AT1G04250	CP002684.1	1136078	1138663	+	2586	2889	3003	2713	2401	2772	2429
gene-AT1G04260	CP002684.1	1140278	1141564	-	1287	676	497	534	656	724	560
gene-AT1G04270	CP002684.1	1141558	1143130	-	1573	13636	14775	14218	12440	13867	12742
gene-AT1G04280	CP002684.1	1143436	1147091	-	3656	1878	2140	2032	2292	2445	1986
gene-AT1G04290	CP002684.1	1147297	1148533	-	1237	756	848	736	614	671	675
gene-AT1G04295	CP002684.1	1147781	1148435	+	655	36	60	44	48	46	48
gene-AT1G04300	CP002684.1	1148564	1154667	-	6104	4594	4607	4417	5662	5995	5259
gene-AT1G04310	CP002684.1	1154740	1157813	-	3074	364	376	372	416	391	376
gene-AT1G04320	CP002684.1	1159023	1159093	+	71	0	0	0	0	0	0
gene-AT1G04330	CP002684.1	1161289	1161982	-	694	92	72	54	46	50	36
gene-AT1G04340	CP002684.1	1162905	1164861	-	1957	742	807	907	842	938	846
gene-AT1G04350	CP002684.1	1164910	1167135	+	2226	3744	3524	3093	2472	2710	2330
gene-AT1G04360	CP002684.1	1167288	1169034	-	1747	182	234	242	260	212	202
gene-AT1G04370	CP002684.1	1175033	1175768	+	736	0	0	0	2	0	0
gene-AT1G04380	CP002684.1	1176544	1178488	-	1945	12	12	20	8	12	10
gene-AT1G04257	CP002684.1	1178925	1179176	+	252	0	0	0	0	0	0
gene-AT1G04390	CP002684.1	1179310	1183704	-	4395	654	592	550	684	626	552
gene-AT1G04400	CP002684.1	1185512	1188696	-	3185	7450	7284	6518	11781	11197	10266
gene-AT1G04410	CP002684.1	1188995	1191458	-	2464	28568	30836	29068	31389	32792	29291
gene-AT1G04420	CP002684.1	1191519	1193884	+	2366	5855	5639	5497	5193	5788	5491
gene-AT1G04425	CP002684.1	1194187	1196889	+	2703	390	476	408	256	320	358
gene-AT1G08835	CP002684.1	1195528	1196657	-	1130	4	0	0	0	0	0
gene-AT1G04430	CP002684.1	1197956	1201579	+	3624	4111	4470	4262	6270	6049	6005
gene-AT1G04440	CP002684.1	1202160	1206009	+	3850	3830	3704	3598	5314	5368	4901
gene-AT1G04445	CP002684.1	1206760	1207939	+	1180	4	8	5	6	11	8
gene-AT1G04450	CP002684.1	1208521	1210026	+	1506	0	0	0	0	0	0
gene-AT1G04455	CP002684.1	1210269	1210622	+	354	0	0	0	0	0	0
gene-AT1G04470	CP002684.1	1210924	1214841	-	3918	2	0	2	0	0	0
gene-AT1G04263	CP002684.1	1215731	1215831	-	101	2	4	2	0	0	0
gene-AT1G04480	CP002684.1	1215925	1217471	+	1547	4627	4806	4916	4635	5263	4748
gene-AT1G04267	CP002684.1	1216552	1216691	+	140	0	0	0	0	0	0
gene-AT1G04273	CP002684.1	1216722	1216865	+	144	0	0	0	0	0	0
gene-AT1G04277	CP002684.1	1216921	1217061	+	141	0	0	0	0	0	0
gene-AT1G04490	CP002684.1	1217690	1220899	-	3210	82	78	48	82	108	70
gene-AT1G04500	CP002684.1	1221411	1224539	-	3129	22	4	16	22	26	18
gene-AT1G04510	CP002684.1	1226483	1230947	+	4465	3504	3445	3583	3368	3641	3022
gene-AT1G04520	CP002684.1	1231452	1234032	+	2581	1180	1310	1330	888	1010	948
gene-AT1G04530	CP002684.1	1234176	1236206	-	2031	5017	5097	4704	4018	4432	3687
gene-AT1G04540	CP002684.1	1236754	1239199	+	2446	4	4	6	10	2	4
gene-AT1G04550	CP002684.1	1240294	1242157	+	1864	1262	1310	1075	1255	1424	1216
gene-AT1G04555	CP002684.1	1242506	1244244	+	1739	222	212	194	262	226	272
gene-AT1G04560	CP002684.1	1244947	1246059	+	1113	8	0	2	8	2	4
gene-AT1G04570	CP002684.1	1246601	1248876	-	2276	50	38	49	1228	1784	1493
gene-AT1G08855	CP002684.1	1249571	1251697	-	2127	2	4	0	2	2	4
gene-AT1G04580	CP002684.1	1252005	1257893	-	5889	0	2	2	2	0	3
gene-AT1G04590	CP002684.1	1258556	1261470	-	2915	826	1046	858	742	808	736
gene-AT1G04600	CP002684.1	1261762	1272588	+	10827	48	42	30	26	44	28
gene-AT1G04610	CP002684.1	1279351	1281618	+	2268	88	88	56	132	164	108
gene-AT1G04620	CP002684.1	1282163	1286619	-	4457	988	982	949	866	913	878
gene-AT1G04625	CP002684.1	1287831	1289820	-	1990	0	0	0	0	0	0
gene-AT1G04630	CP002684.1	1289734	1291112	-	1379	875	1090	1021	1000	946	889
gene-AT1G04635	CP002684.1	1291300	1292024	+	725	68	78	50	60	74	64
gene-AT1G04640	CP002684.1	1292023	1293398	+	1376	1726	1698	1486	2092	1902	1822
gene-AT1G04645	CP002684.1	1293770	1294263	-	494	0	0	0	0	0	0
gene-AT1G04650	CP002684.1	1294627	1299023	-	4397	234	212	168	156	198	146
gene-AT1G04283	CP002684.1	1299553	1299796	+	244	0	0	0	0	0	0
gene-AT1G04660	CP002684.1	1300368	1301773	-	1406	10	11	16	14	16	8
gene-AT1G04670	CP002684.1	1301829	1302758	+	930	0	0	0	0	0	0
gene-AT1G04680	CP002684.1	1303467	1307973	-	4507	3781	3750	4233	3693	3760	3440
gene-AT1G04690	CP002684.1	1313443	1315823	+	2381	3015	2995	2814	3320	3339	3028
gene-AT1G04700	CP002684.1	1316139	1321000	+	4862	142	168	200	165	194	172
gene-AT1G04710	CP002684.1	1321885	1324840	+	2956	1283	1406	1152	1042	1247	990
gene-AT1G04720	CP002684.1	1324923	1325007	+	85	0	0	0	0	0	0
gene-AT1G04730	CP002684.1	1325099	1331169	-	6071	488	503	512	242	350	314
gene-AT1G04750	CP002684.1	1331466	1333651	-	2186	2729	2754	2564	2964	3092	2793
gene-AT1G04287	CP002684.1	1333696	1334012	+	317	0	0	0	0	0	0
gene-AT1G04760	CP002684.1	1334533	1336704	+	2172	88	120	154	138	130	152
gene-AT1G04770	CP002684.1	1336274	1337849	-	1576	3748	3894	3132	102	116	138
gene-AT1G04778	CP002684.1	1339588	1340565	+	978	14	16	30	6	4	12
gene-AT1G04780	CP002684.1	1340553	1343793	-	3241	2661	2568	2380	3422	3719	3234
gene-AT1G04790	CP002684.1	1344989	1348868	+	3880	1550	1596	1458	1903	1954	1704
gene-AT1G04800	CP002684.1	1348452	1349478	-	1027	4920	5447	5107	4743	4832	4383
gene-AT1G04810	CP002684.1	1350080	1355466	+	5387	2851	2988	2659	3238	3310	2728
gene-AT1G04820	CP002684.1	1356084	1358547	-	2464	12991	15145	14674	13033	15395	13320
gene-AT1G04830	CP002684.1	1358574	1362019	-	3446	1252	1256	1200	1336	1570	1171
gene-AT1G04840	CP002684.1	1362227	1365027	-	2801	34	82	62	132	84	86
gene-AT1G04850	CP002684.1	1365107	1368940	-	3834	3640	3626	3640	3648	3935	3544
gene-AT1G04860	CP002684.1	1369036	1373103	-	4068	2052	1899	2046	2290	2533	1949
gene-AT1G04870	CP002684.1	1373234	1375821	-	2588	1462	1552	1410	1414	1714	1340
gene-AT1G04880	CP002684.1	1375824	1379228	-	3405	26	40	30	24	34	26
gene-AT1G04890	CP002684.1	1380382	1382599	-	2218	0	0	0	0	0	0
gene-AT1G04293	CP002684.1	1382790	1383059	-	270	0	0	0	0	0	0
gene-AT1G04895	CP002684.1	1383008	1383422	-	415	0	0	0	0	0	0
gene-AT1G04900	CP002684.1	1383841	1387895	+	4055	510	498	502	428	506	472
gene-AT1G04297	CP002684.1	1385478	1386132	-	655	0	0	0	2	0	0
gene-AT1G04910	CP002684.1	1387871	1391381	-	3511	1230	1339	1263	1334	1617	1468
gene-AT1G04303	CP002684.1	1388988	1389225	+	238	0	0	0	0	0	0
gene-AT1G04920	CP002684.1	1391434	1395953	-	4520	157	166	190	155	154	129
gene-AT1G04930	CP002684.1	1396265	1399122	-	2858	124	132	104	112	164	120
gene-AT1G04945	CP002684.1	1399174	1403112	+	3939	354	308	254	327	354	252
gene-AT1G04940	CP002684.1	1399182	1400830	+	1649	0	0	0	0	0	0
gene-AT1G04950	CP002684.1	1403085	1407531	-	4447	1412	1420	1348	1649	1721	1497
gene-AT1G04960	CP002684.1	1407772	1410933	-	3162	1234	1082	1098	1260	1296	1190
gene-AT1G04970	CP002684.1	1411088	1413627	+	2540	1726	1771	1628	1874	1938	1670
gene-AT1G04980	CP002684.1	1413644	1416218	-	2575	488	402	406	403	494	435
gene-AT1G04985	CP002684.1	1416342	1419027	-	2686	1577	1658	1698	1872	1892	1830
gene-AT1G04990	CP002684.1	1418612	1421863	-	3252	1016	850	866	1040	954	895
gene-AT1G05000	CP002684.1	1425539	1428869	+	3331	542	502	560	290	324	290
gene-AT1G05005	CP002684.1	1429048	1430056	+	1009	0	0	0	0	0	0
gene-AT1G04307	CP002684.1	1429442	1429889	-	448	0	0	0	0	0	0
gene-AT1G05010	CP002684.1	1431177	1433010	-	1834	9509	9874	9645	13168	14195	11350
gene-AT1G05020	CP002684.1	1435155	1437763	-	2609	35	26	30	76	64	82
gene-AT1G05030	CP002684.1	1438048	1441933	-	3886	688	680	546	635	728	578
gene-AT1G04313	CP002684.1	1444692	1445039	-	348	13	15	11	2	18	9
gene-AT1G05035	CP002684.1	1444983	1446116	+	1134	0	0	0	0	0	0
gene-AT1G04317	CP002684.1	1446155	1447314	+	1160	0	0	0	1	0	0
gene-AT1G04323	CP002684.1	1446835	1447073	+	239	0	0	0	0	0	0
gene-AT1G05040	CP002684.1	1447369	1448463	-	1095	0	0	0	0	0	0
gene-AT1G05055	CP002684.1	1448631	1450901	-	2271	412	376	364	482	494	358
gene-AT1G05060	CP002684.1	1451002	1452872	-	1871	678	782	659	751	769	573
gene-AT1G05065	CP002684.1	1454606	1455322	-	717	54	76	64	110	137	87
gene-AT1G05070	CP002684.1	1457007	1458802	-	1796	988	976	900	960	964	868
gene-AT1G05080	CP002684.1	1459091	1460579	+	1489	2	0	0	0	0	0
gene-AT1G05085	CP002684.1	1460988	1461670	+	683	0	0	0	0	0	0
gene-AT1G04327	CP002684.1	1461934	1462157	+	224	0	0	0	0	0	0
gene-AT1G04333	CP002684.1	1462043	1462340	-	298	0	0	0	0	0	0
gene-AT1G05087	CP002684.1	1463108	1464173	+	1066	132	128	105	121	129	115
gene-AT1G05090	CP002684.1	1464239	1465875	+	1637	46	62	51	46	81	48
gene-AT1G05100	CP002684.1	1469541	1470881	+	1341	54	42	62	16	26	20
gene-AT1G05120	CP002684.1	1471323	1476289	-	4967	1388	1411	1218	1391	1394	1187
gene-AT1G05136	CP002684.1	1478923	1479063	+	141	0	0	0	0	0	0
gene-AT1G08865	CP002684.1	1480118	1480940	-	823	8	16	16	8	10	18
gene-AT1G05140	CP002684.1	1482546	1484059	+	1514	4378	4355	4030	3792	4110	3337
gene-AT1G05150	CP002684.1	1484067	1487027	-	2961	2047	2236	2236	2410	2356	2009
gene-AT1G05160	CP002684.1	1487378	1491005	-	3628	624	548	509	614	624	623
gene-AT1G05170	CP002684.1	1490974	1494248	-	3275	782	784	600	460	578	491
gene-AT1G04337	CP002684.1	1496735	1497102	+	368	2	0	0	0	0	0
gene-AT1G05180	CP002684.1	1498114	1501953	-	3840	1549	1512	1404	1504	1596	1593
gene-AT1G05190	CP002684.1	1502251	1503853	-	1603	18653	18893	17935	17373	17767	17424
gene-AT1G05200	CP002684.1	1504941	1509152	+	4212	1883	1680	1616	1752	2004	1674
gene-AT1G04343	CP002684.1	1508646	1509015	-	370	2	2	0	0	6	0
gene-AT1G05205	CP002684.1	1509103	1510341	-	1239	580	686	626	518	568	586
gene-AT1G04347	CP002684.1	1509751	1510161	+	411	1	2	2	0	0	2
gene-AT1G05210	CP002684.1	1510404	1511683	+	1280	205	200	182	182	216	186
gene-AT1G05220	CP002684.1	1511895	1512842	+	948	20	22	20	24	33	25
gene-AT1G04353	CP002684.1	1512618	1514562	+	1945	32	15	30	20	14	24
gene-AT1G05230	CP002684.1	1512896	1518900	-	6005	1208	1338	1270	1206	1319	1090
gene-AT1G05240	CP002684.1	1520278	1523023	+	2746	0	2	2	2	0	4
gene-AT1G04357	CP002684.1	1523561	1524069	-	509	7	18	10	16	11	8
gene-AT1G04363	CP002684.1	1523594	1523943	+	350	17	20	18	15	29	16
gene-AT1G04367	CP002684.1	1524572	1525242	-	671	0	0	0	0	0	0
gene-AT1G05250	CP002684.1	1525601	1527360	-	1760	0	0	0	2	0	0
gene-AT1G05260	CP002684.1	1529767	1531484	+	1718	1148	1174	1271	1060	1172	1118
gene-AT1G05270	CP002684.1	1531641	1534767	-	3127	1936	1833	1691	2168	2143	1899
gene-AT1G05280	CP002684.1	1534830	1537602	-	2773	46	76	95	72	70	58
gene-AT1G04373	CP002684.1	1538273	1538484	-	212	0	0	0	0	0	0
gene-AT1G05290	CP002684.1	1539152	1540562	-	1411	0	0	0	0	0	0
gene-AT1G05291	CP002684.1	1541348	1542432	-	1085	0	0	0	0	0	0
gene-AT1G04377	CP002684.1	1542969	1543287	-	319	0	0	0	0	0	0
gene-AT1G04383	CP002684.1	1543157	1543394	+	238	0	0	0	0	0	0
gene-AT1G04387	CP002684.1	1543643	1544093	+	451	2	0	0	0	0	0
gene-AT1G05300	CP002684.1	1544927	1547849	-	2923	102	116	92	118	116	106
gene-AT1G05310	CP002684.1	1550503	1552587	-	2085	450	395	463	409	494	252
gene-AT1G05320	CP002684.1	1553568	1557848	+	4281	1368	1448	1300	1289	1401	1196
gene-AT1G05330	CP002684.1	1558058	1558745	+	688	0	4	0	11	16	4
gene-AT1G05340	CP002684.1	1558778	1559917	-	1140	202	150	272	506	590	428
gene-AT1G05350	CP002684.1	1560678	1564409	-	3732	939	1092	1092	1190	1318	994
gene-AT1G05360	CP002684.1	1564491	1567508	+	3018	1008	1019	888	898	1076	830
gene-AT1G05370	CP002684.1	1569147	1572469	-	3323	164	216	142	144	224	232
gene-AT1G05380	CP002684.1	1576822	1582672	+	5851	2044	2091	2237	2521	2856	2416
gene-AT1G05385	CP002684.1	1582671	1583760	-	1090	714	643	602	488	511	534
gene-AT1G05390	CP002684.1	1583772	1583845	-	74	0	0	0	0	0	0
gene-AT1G05400	CP002684.1	1584073	1585421	+	1349	34	22	32	40	18	42
gene-AT1G05410	CP002684.1	1585371	1587794	-	2424	766	782	744	812	950	839
gene-AT1G05420	CP002684.1	1589973	1591012	+	1040	58	38	36	132	124	132
gene-AT1G05430	CP002684.1	1594053	1595923	-	1871	1184	1218	1272	1146	1238	1118
gene-AT1G05440	CP002684.1	1596007	1597940	-	1934	112	130	118	122	138	130
gene-AT1G05450	CP002684.1	1599876	1601214	+	1339	22	38	38	26	12	30
gene-AT1G05460	CP002684.1	1601148	1605034	-	3887	817	846	864	780	810	732
gene-AT1G05470	CP002684.1	1607202	1611840	-	4639	1113	1080	988	1346	1662	1266
gene-AT1G05490	CP002684.1	1618504	1623489	-	4986	14	40	36	24	26	28
gene-AT1G05500	CP002684.1	1624919	1629289	+	4371	2312	2334	2037	2248	2504	2187
gene-AT1G05510	CP002684.1	1629446	1630863	+	1418	0	0	4	4	2	4
gene-AT1G05520	CP002684.1	1630849	1636018	-	5170	2001	2086	2038	2462	2571	2095
gene-AT1G05530	CP002684.1	1636249	1637914	-	1666	31	50	52	68	42	41
gene-AT1G05540	CP002684.1	1639223	1640879	+	1657	324	354	275	204	250	216
gene-AT1G05550	CP002684.1	1640959	1643917	-	2959	19	8	15	36	22	17
gene-AT1G05560	CP002684.1	1645300	1647435	-	2136	3077	2324	2595	1734	1839	1589
gene-AT1G05562	CP002684.1	1645300	1647435	+	2136	608	538	522	497	472	464
gene-AT1G05570	CP002684.1	1647575	1659611	-	12037	4105	3877	3965	4333	4391	3683
gene-AT1G04393	CP002684.1	1653221	1653624	-	404	0	0	0	0	0	0
gene-AT1G04397	CP002684.1	1661408	1661614	+	207	0	0	0	1	0	0
gene-AT1G05575	CP002684.1	1661550	1662259	-	710	36	26	32	128	116	98
gene-AT1G05577	CP002684.1	1662352	1664398	-	2047	6	10	4	2	10	4
gene-AT1G05580	CP002684.1	1665356	1668924	-	3569	0	0	0	0	0	0
gene-AT1G05590	CP002684.1	1669350	1671902	+	2553	722	832	729	756	860	736
gene-AT1G05600	CP002684.1	1671916	1673923	+	2008	357	310	308	455	428	346
gene-AT1G05610	CP002684.1	1673861	1676077	-	2217	22	26	46	26	46	60
gene-AT1G05615	CP002684.1	1677507	1678270	-	764	0	0	0	0	0	0
gene-AT1G05620	CP002684.1	1678881	1681710	+	2830	603	660	630	636	812	682
gene-AT1G05630	CP002684.1	1682224	1687363	+	5140	1064	1088	1064	1448	1470	1391
gene-AT1G05640	CP002684.1	1687436	1689955	-	2520	137	158	149	102	128	94
gene-AT1G05650	CP002684.1	1690002	1692179	-	2178	8	6	12	4	6	0
gene-AT1G04403	CP002684.1	1693476	1693804	-	329	0	0	0	0	0	0
gene-AT1G05660	CP002684.1	1694070	1696191	-	2122	40	26	56	20	26	14
gene-AT1G05670	CP002684.1	1697541	1701065	-	3525	336	340	298	390	494	433
gene-AT1G05675	CP002684.1	1701116	1702749	-	1634	22	28	45	29	30	40
gene-AT1G05680	CP002684.1	1703002	1704838	-	1837	928	1206	997	931	1327	1105
gene-AT1G05690	CP002684.1	1706736	1709360	+	2625	336	340	240	316	390	268
gene-AT1G05700	CP002684.1	1709673	1713474	+	3802	250	304	254	192	190	144
gene-AT1G04407	CP002684.1	1713479	1713740	-	262	0	0	0	0	0	0
gene-AT1G05710	CP002684.1	1714818	1717290	+	2473	708	750	694	604	658	696
gene-AT1G05720	CP002684.1	1717389	1718909	-	1521	682	771	648	746	771	624
gene-AT1G04413	CP002684.1	1717730	1718089	+	360	0	0	0	0	0	0
gene-AT1G05730	CP002684.1	1718555	1720587	+	2033	34	40	24	24	41	50
gene-AT1G04417	CP002684.1	1719300	1719659	-	360	0	0	0	0	0	0
gene-AT1G05740	CP002684.1	1720593	1721309	+	717	4	0	0	0	0	0
gene-AT1G05750	CP002684.1	1721509	1724734	+	3226	212	176	234	286	228	240
gene-AT1G05760	CP002684.1	1723734	1724534	-	801	156	154	174	168	138	176
gene-AT1G05770	CP002684.1	1725388	1726321	-	934	36	50	36	62	44	34
gene-AT1G05780	CP002684.1	1726558	1728520	+	1963	212	259	193	241	253	302
gene-AT1G04423	CP002684.1	1727263	1727415	+	153	0	0	0	0	0	0
gene-AT1G05783	CP002684.1	1728658	1729789	-	1132	13	15	14	25	22	38
gene-AT1G04427	CP002684.1	1729587	1729890	+	304	0	0	0	0	0	0
gene-AT1G05785	CP002684.1	1730242	1732657	+	2416	302	312	310	308	362	302
gene-AT1G05790	CP002684.1	1732802	1737583	+	4782	1208	1258	1040	1242	1388	1276
gene-AT1G05800	CP002684.1	1741204	1742619	+	1416	0	0	1	2	0	0
gene-AT1G05805	CP002684.1	1744444	1747734	+	3291	904	1004	800	3634	3594	3191
gene-AT1G05810	CP002684.1	1748259	1749526	+	1268	215	250	209	394	355	343
gene-AT1G05820	CP002684.1	1749478	1754036	+	4559	160	202	160	181	207	132
gene-AT1G05830	CP002684.1	1754130	1761909	+	7780	2624	2537	2217	2448	2621	2340
gene-AT1G05835	CP002684.1	1762145	1762814	+	670	704	662	643	402	397	398
gene-AT1G04433	CP002684.1	1762363	1762693	-	331	2	8	2	4	12	2
gene-AT1G05840	CP002684.1	1762734	1766283	-	3550	1440	1462	1290	1807	1947	1776
gene-AT1G04437	CP002684.1	1764573	1764829	+	257	0	0	0	0	2	0
gene-AT1G05850	CP002684.1	1766503	1768837	-	2335	20646	21393	20467	21132	21937	19036
gene-AT1G05860	CP002684.1	1768986	1771286	+	2301	686	606	690	582	533	592
gene-AT1G05870	CP002684.1	1771385	1773385	-	2001	2007	2015	1574	1572	2056	1487
gene-AT1G05880	CP002684.1	1775643	1778553	+	2911	20	18	6	4	4	13
